site,ind,mtemp,L1,deltaL_obs,deltaT
LCR_res,8673,-0.243192913,15.5,-0.2,0.005479452
LCR_res,8674,-0.680268157,15.5,8.3,1.506849315
LCR_res,8675,-0.606787888,8.4,5.3,1
LCR_res,8676,0.006936846,9.6,-0.1,0.002739726
LCR_res,8676,-0.589637929,9.5,7,1.073972603
LCR_res,8677,-0.588123099,9,5.4,1.076712329
LCR_res,8678,-0.450231812,22,6.2,2.306849315
LCR_res,8679,-1.310391022,16.4,2.6,0.578082192
LCR_res,8680,-0.385547097,12.2,9.6,1.936986301
LCR_res,8680,-0.579192979,21.8,0.6,1.002739726
LCR_res,8680,-0.226610034,22.4,1,0.991780822
LCR_res,8680,0.344881183,23.4,0.2,0.076712329
LCR_res,8680,-0.36877837,23.6,1.7,2.42739726
LCR_res,8681,-1.19935401,9.2,6.2,0.58630137
LCR_res,8681,0.985630522,15.4,2.5,0.2
LCR_res,8681,-0.462655895,17.9,5.2,2.293150685
LCR_res,8681,-0.621856524,23.1,3.7,1.589041096
LCR_res,8681,0.451471466,26.8,-0.1,0.002739726
LCR_res,8682,-0.068248713,18.7,0.2,0.002739726
LCR_res,8682,-0.248651223,18.9,3,0.915068493
LCR_res,8682,0.569234292,21.9,0,0.005479452
LCR_res,8682,-0.467200899,21.9,0.5,0.090410959
LCR_res,8683,-0.248108756,15.2,4.4,0.917808219
LCR_res,8684,-0.588123099,10,6.8,1.076712329
LCR_res,8685,-0.15257767,22,2.3,1.42739726
LCR_res,8685,-0.909263898,24.3,3,0.687671233
LCR_res,8685,1.757035682,27.3,1.4,0.221917808
LCR_res,8686,-0.068248713,15,-0.2,0.002739726
LCR_res,8687,-0.743503293,15.1,3.1,0.961643836
LCR_res,8687,-0.246898533,18.2,5.6,0.936986301
LCR_res,8687,-0.521106977,23.8,1.2,1.123287671
LCR_res,8687,-0.244536287,25,0.5,1.295890411
LCR_res,8688,1.140499431,13.6,1.8,0.287671233
LCR_res,8688,-1.54038923,15.4,2.8,0.506849315
LCR_res,8688,1.038906875,18.2,5.1,0.498630137
LCR_res,8689,-0.263189699,23.3,3.7,1.01369863
LCR_res,8689,-0.679557008,27,0.2,0.005479452
LCR_res,8689,-0.128196308,27.2,0.1,0.898630137
LCR_res,8689,-0.104735699,27.3,0,0.095890411
LCR_res,8690,-0.248108756,17.3,3.6,0.917808219
LCR_res,8691,-0.223053792,18.1,6.1,1.002739726
LCR_res,8691,-0.349143938,24.2,3.8,2.490410959
LCR_res,8692,-0.248108756,15.1,6.4,0.917808219
LCR_res,8692,-1.126156464,21.5,1.7,0.673972603
LCR_res,8692,0.597613397,23.2,-0.1,0.002739726
LCR_res,8693,-0.243192913,16.6,0.2,0.005479452
LCR_res,8693,-0.682148026,16.8,5.7,1.498630137
LCR_res,8693,1.215895442,22.5,2,0.512328767
LCR_res,8694,-0.607628569,9.5,6.6,1.002739726
LCR_res,8695,-0.607060445,9.2,4.6,1.016438356
LCR_res,8696,-0.243192913,16.7,0,0.005479452
LCR_res,8697,-0.243192913,14.7,0.5,0.005479452
LCR_res,8698,-0.243192913,13.8,-0.1,0.005479452
LCR_res,8699,-1.297103985,14.5,3.2,0.580821918
LCR_res,8699,1.239675577,17.7,0.5,0.109589041
LCR_res,8700,-0.421150932,15.1,0,0.002739726
LCR_res,8701,-0.769046503,12,5,0.98630137
LCR_res,8701,-0.226944121,17,2.7,1.312328767
LCR_res,8702,1.770657044,15.3,-0.1,0.01369863
LCR_res,8702,-0.465363981,15.2,5.8,2.293150685
LCR_res,8703,-0.243776793,16.5,2.8,0.920547945
LCR_res,8704,-0.583319096,9,7.9,1.084931507
LCR_res,8704,-0.636341736,16.9,5.1,1.57260274
LCR_res,8704,1.474417512,22,1,0.123287671
LCR_res,8705,1.264869561,13.6,0.5,0.126027397
LCR_res,8705,-0.967498615,14.1,3.4,0.865753425
LCR_res,8705,-0.152859041,17.5,3.2,1.432876712
LCR_res,8706,-0.586796609,8.8,7.9,1.079452055
LCR_res,8707,1.114816212,14.2,1.9,0.282191781
LCR_res,8708,-1.282856192,15.8,4.4,0.589041096
LCR_res,8708,0.610837296,20.2,-0.1,0.005479452
LCR_res,8708,1.16742758,20.1,4.1,0.416438356
LCR_res,8708,-0.679557008,24.2,0,0.005479452
LCR_res,8708,-1.258774868,24.2,0.4,0.569863014
LCR_res,8708,0.522021894,24.6,-0.1,0.005479452
LCR_res,8709,-0.584890335,9.1,6.4,1.082191781
LCR_res,8710,-0.678135204,13,4.1,0.901369863
LCR_res,8710,-0.156631568,17.1,0.1,0.021917808
LCR_res,8710,-0.225410852,17.2,2.5,0.983561644
LCR_res,8710,0.344881183,19.7,0.1,0.076712329
LCR_res,8710,1.263383357,19.8,0.2,0.134246575
LCR_res,8710,-0.462181668,20,2.1,2.295890411
LCR_res,8711,-0.421150932,15.2,-0.1,0.002739726
LCR_res,8712,-0.586796609,9.9,8,1.079452055
LCR_res,8713,-0.421150932,14.7,-0.1,0.002739726
LCR_res,8714,1.106558458,12.3,1.7,0.279452055
LCR_res,8715,1.120265356,10.1,3.4,0.284931507
LCR_res,8715,-0.248651223,13.5,6.1,0.915068493
LCR_res,8715,-0.407884911,19.6,0.5,0.095890411
LCR_res,8715,-1.253286332,20.1,3.9,0.575342466
LCR_res,8716,-0.588304207,8.5,8,1.076712329
LCR_res,8717,-0.256075651,14.5,5.7,0.909589041
LCR_res,8718,-0.586796609,9.9,6.5,1.079452055
LCR_res,8718,-1.540726298,16.4,1.1,0.506849315
LCR_res,8719,-0.248651223,15.9,7.8,0.915068493
LCR_res,8719,-0.407884911,23.7,0.3,0.095890411
LCR_res,8719,-0.14332765,24,1.9,0.893150685
LCR_res,8719,0.939237782,25.9,0.1,0.002739726
LCR_res,8719,0.095039671,26,0.4,0.095890411
LCR_res,8720,0.248200356,10.5,1.8,0.084931507
LCR_res,8721,-0.521106977,15.2,3.9,1.123287671
LCR_res,8721,-0.244521408,19.1,1.9,1.301369863
LCR_res,8722,-1.528089572,14.3,3.3,0.512328767
LCR_res,8722,0.382884049,17.6,0.5,0.073972603
LCR_res,8723,-0.369627468,19.5,5.1,2.430136986
LCR_res,8724,1.114671905,20.1,0.6,0.293150685
LCR_res,8725,0.284857062,16.6,1.3,0.131506849
LCR_res,8725,-0.304878785,17.9,3,0.857534247
LCR_res,8725,0.927258085,20.9,1.7,0.210958904
LCR_res,8725,-0.462126939,22.6,3.9,2.298630137
LCR_res,8726,-0.606424259,10.6,7,1.010958904
LCR_res,8727,-0.515347074,10.8,13.5,3
LCR_res,8728,-0.587867512,9.7,5.3,1.079452055
LCR_res,8729,-0.203660446,15.4,8.8,1.906849315
LCR_res,8730,-0.669328069,12.8,5.5,1.005479452
LCR_res,8730,-0.133829418,18.3,4.7,1.506849315
LCR_res,8730,-0.681864705,23,3.5,1.501369863
LCR_res,8731,-0.563852953,15.8,11,2.895890411
LCR_res,8731,-0.152139239,26.8,2.2,1.42739726
LCR_res,8732,-0.153362039,20.5,5.5,1.435616438
LCR_res,8733,-1.286894969,16.5,3.1,0.58630137
LCR_res,8734,-0.248138885,17,4.5,0.912328767
LCR_res,8734,-1.349940239,21.5,1,0.591780822
LCR_res,8735,-0.449646381,8.9,16.5,1.912328767
LCR_res,8735,-1.305195402,25.4,0.4,0.597260274
LCR_res,8736,-1.299255722,36.7,-0.2,0.6
LCR_res,8737,1.328159524,18.3,3.3,0.402739726
LCR_res,8738,-0.12466754,19.4,0.5,0.095890411
LCR_res,8738,-0.904853911,19.9,-0.1,0.005479452
LCR_res,8738,-1.277527083,19.8,1.1,0.575342466
LCR_res,8739,-0.739661659,9.1,8.3,0.682191781
LCR_res,8739,-0.929766495,17.4,2.1,0.890410959
LCR_res,8739,-0.19692883,19.5,6.8,2.317808219
LCR_res,8740,-0.156645084,15.3,4.5,0.997260274
LCR_res,8741,-1.305195402,15,0,0.597260274
LCR_res,8742,1.616962011,14.1,3.3,0.315068493
LCR_res,8742,-0.720330488,17.4,5,0.797260274
LCR_res,8743,-0.440211519,10.2,12.7,1.989041096
LCR_res,8744,1.579220128,13.9,5.2,0.326027397
LCR_res,8744,-1.312463107,19.1,0.4,0.594520548
LCR_res,8744,0.98680009,19.5,0.5,0.197260274
LCR_res,8745,-0.323633585,12.3,14.9,4.257534247
LCR_res,8746,-1.088493921,21.8,1.1,0.684931507
LCR_res,8747,1.784401551,9.7,3.9,0.210958904
LCR_res,8748,-0.327598503,34.5,3.4,3.408219178
LCR_res,8749,-0.149041326,17,0.6,0.098630137
LCR_res,8749,-0.779222158,17.6,-0.1,0.002739726
LCR_res,8749,-0.836081413,17.5,0.5,0.687671233
LCR_res,8749,1.491225313,18,2.4,0.309589041
LCR_res,8750,-0.16609195,13.6,0.7,0.101369863
LCR_res,8750,-1.302703051,14.3,2.2,0.569863014
LCR_res,8750,1.232461463,16.5,0.2,0.002739726
LCR_res,8750,1.454728773,16.7,-0.2,0.002739726
LCR_res,8751,-0.16609195,17.7,0.1,0.101369863
LCR_res,8751,-1.537793993,17.8,0.2,0.495890411
LCR_res,8752,-0.149041326,16.1,0.4,0.098630137
LCR_res,8753,1.241426652,21.1,-0.2,0.005479452
LCR_res,8753,-0.246563705,20.9,0.5,0.095890411
LCR_res,8754,1.338191156,15.4,-0.2,0.002739726
LCR_res,8754,1.144588341,15.2,0,0.002739726
LCR_res,8754,-0.246563705,15.2,0.6,0.095890411
LCR_res,8755,-0.12198105,13.8,6.2,1.101369863
LCR_res,8756,-0.780150518,14.5,8.3,0.780821918
LCR_res,8756,1.481836322,22.8,1.9,0.320547945
LCR_res,8757,-0.16609195,17.7,-0.3,0.101369863
LCR_res,8758,-0.209163293,8.2,9,0.997260274
LCR_res,8758,-1.121612908,17.2,1.6,0.673972603
LCR_res,8758,1.454728773,18.8,-0.1,0.002739726
LCR_res,8759,-1.305195402,18.7,1.8,0.597260274
LCR_res,8760,-1.305195402,17.5,1.5,0.597260274
LCR_res,8761,1.241426652,20,-0.3,0.005479452
LCR_res,8761,0.935831856,19.7,-0.1,0.010958904
LCR_res,8761,-0.407246179,19.6,0.5,0.090410959
LCR_res,8762,-0.75008874,24.5,0.2,0.789041096
LCR_res,8763,1.796435663,14.5,3,0.197260274
LCR_res,8763,-0.149041326,17.5,0.7,0.098630137
LCR_res,8763,-1.288132688,18.2,3.5,0.575342466
LCR_res,8764,-0.08239029,9.9,0.1,0.005479452
LCR_res,8764,1.379634676,10,4.9,0.389041096
LCR_res,8764,-1.088493921,14.9,2.3,0.684931507
LCR_res,8764,1.497403865,17.2,0.3,0.106849315
LCR_res,8765,-0.16609195,15.2,-0.1,0.101369863
LCR_res,8766,1.8015035,11.5,2.1,0.2
LCR_res,8766,-1.291841412,13.6,3.2,0.602739726
LCR_res,8766,-0.533459361,16.8,-0.3,0.002739726
LCR_res,8767,-0.382188685,25.5,10.2,10.29863014
LCR_res,8768,-0.16609195,12.5,0,0.101369863
LCR_res,8768,-1.537793993,12.5,3.3,0.495890411
LCR_res,8768,0.99696011,15.8,2.2,0.194520548
LCR_res,8769,1.635524128,16.9,2.7,0.312328767
LCR_res,8769,-1.312463107,19.6,1,0.594520548
LCR_res,8769,0.132636473,20.6,-0.1,0.005479452
LCR_res,8770,1.241426652,16,-0.2,0.005479452
LCR_res,8771,-0.16609195,18,0.6,0.101369863
LCR_res,8771,-1.277527083,18.6,0.8,0.575342466
LCR_res,8772,1.338191156,16.6,-0.1,0.002739726
LCR_res,8772,-0.121139376,16.5,5.7,1.093150685
LCR_res,8773,-0.12466754,15.5,0,0.095890411
LCR_res,8773,-1.298973604,15.5,1.2,0.575342466
LCR_res,8774,1.337319444,20,2.3,0.4
LCR_res,8774,-0.149041326,22.3,0.3,0.098630137
LCR_res,8774,-1.288132688,22.6,0.1,0.575342466
LCR_res,8775,-0.156645084,26,1.5,0.997260274
LCR_res,8776,1.241426652,16.5,-0.1,0.005479452
LCR_res,8777,-0.184935015,25.9,6.1,2.41369863
LCR_res,8778,-0.010919724,19.7,0,0.002739726
LCR_res,8778,1.337319444,19.7,3.3,0.4
LCR_res,8778,1.338191156,23,0.3,0.002739726
LCR_res,8779,-1.299255722,38.4,-0.1,0.6
LCR_res,8779,0.318945673,38.3,0.3,0.073972603
LCR_res,8779,1.454728773,38.6,0.1,0.002739726
LCR_res,8780,1.338191156,15.6,-0.3,0.002739726
LCR_res,8781,-0.245332837,23,6.1,2.210958904
LCR_res,8781,-0.12466754,29.1,0.7,0.095890411
LCR_res,8782,1.793349269,15,2,0.208219178
LCR_res,8782,1.338191156,17,0,0.002739726
LCR_res,8783,-0.12466754,19.6,0.2,0.095890411
LCR_res,8783,-1.53099748,19.8,0.7,0.501369863
LCR_res,8784,1.587414858,13.2,5.2,0.323287671
LCR_res,8785,1.241426652,16.6,0.4,0.005479452
LCR_res,8786,1.793349269,10.5,2.5,0.208219178
LCR_res,8787,-1.166845069,8.9,5.4,0.810958904
LCR_res,8787,0.063200028,14.3,4.6,1.183561644
LCR_res,8788,1.338191156,15.4,0,0.002739726
LCR_res,8789,1.770743651,14.2,2.8,0.221917808
LCR_res,8789,-0.16609195,17,0.3,0.101369863
LCR_res,8789,-1.519200399,17.3,1.9,0.501369863
LCR_res,8790,-0.24979618,14.6,10.5,2.205479452
LCR_res,8790,-1.141336198,25.1,0.7,0.668493151
LCR_res,8790,1.359743554,25.8,-0.3,0.106849315
LCR_res,8791,-0.207912126,17.2,0.2,0.098630137
LCR_res,8792,0.066146696,11.2,5.9,1.18630137
LCR_res,8792,1.144588341,17.1,-0.1,0.002739726
LCR_res,8793,-0.522671433,12,7.3,1.126027397
LCR_res,8793,-0.247563181,19.3,7.5,2.208219178
LCR_res,8793,-0.191570258,26.8,0.1,0.095890411
LCR_res,8794,-1.324733876,18.3,0.5,0.591780822
LCR_res,8794,1.539672486,18.8,5.4,0.408219178
LCR_res,8794,0.273270934,24.2,1.3,0.090410959
LCR_res,8795,-1.324733876,14.6,0.4,0.591780822
LCR_res,8796,1.337325348,21.2,3.7,0.402739726
LCR_res,8797,-0.05603106,20,-0.2,0.002739726
LCR_res,8797,0.285722339,19.8,0.2,0.071232877
LCR_res,8797,1.577208544,20,2.6,0.328767123
LCR_res,8798,-0.207912126,16.7,0.6,0.098630137
LCR_res,8799,0.607951411,25.4,0,0.002739726
LCR_res,8799,1.585317379,25.4,0.7,0.326027397
LCR_res,8800,-1.324733876,24,0.5,0.591780822
LCR_res,8800,0.905439735,24.5,-0.1,0.183561644
LCR_res,8801,-1.13165167,22.8,0.1,0.671232877
LCR_res,8801,1.354178683,22.9,0.1,0.101369863
LCR_res,8802,0.971848046,24.2,0,0.010958904
LCR_res,8803,-0.167678476,17.6,0.7,0.093150685
LCR_res,8804,-0.207912126,12.2,0.8,0.098630137
LCR_res,8805,-1.13165167,17.4,1.6,0.671232877
LCR_res,8805,1.454728773,19,0.1,0.002739726
LCR_res,8806,-0.207912126,22,0.2,0.098630137
LCR_res,8807,-1.317376107,14.6,1.4,0.594520548
LCR_res,8808,-1.317376107,16.8,2.2,0.594520548
LCR_res,8809,-0.207912126,20.7,0.3,0.098630137
LCR_res,8809,-1.302703051,21,0,0.569863014
LCR_res,8810,-0.444231369,9.5,13.8,1.901369863
LCR_res,8811,0.309685191,20,0,0.079452055
LCR_res,8811,1.590260448,20,3.4,0.323287671
LCR_res,8811,-0.207912126,23.4,0.2,0.098630137
LCR_res,8811,-1.547846469,23.6,0.4,0.493150685
LCR_res,8811,0.271496033,24,0.1,0.002739726
LCR_res,8812,-1.324733876,16.3,1.7,0.591780822
LCR_res,8813,-1.324733876,18.4,0.2,0.591780822
LCR_res,8814,-0.207912126,15.5,0.5,0.098630137
LCR_res,8814,-1.537793993,16,0.6,0.495890411
LCR_res,8814,1.558809118,16.6,3.2,0.4
LCR_res,8815,1.765462523,20.8,1,0.224657534
LCR_res,8816,1.214549527,12.6,0.6,0.115068493
LCR_res,8816,1.787430855,13.2,1.7,0.210958904
LCR_res,8816,1.144588341,14.9,0,0.002739726
LCR_res,8816,-1.140975909,14.9,0.8,0.668493151
LCR_res,8817,1.328227354,10.4,5.4,0.405479452
LCR_res,8817,-0.191570258,15.8,0.4,0.095890411
LCR_res,8817,-0.779222158,16.2,0.2,0.002739726
LCR_res,8817,-1.290579972,16.4,4.3,0.57260274
LCR_res,8817,1.427148174,20.7,1.5,0.115068493
LCR_res,8818,1.770703418,10.4,2,0.221917808
LCR_res,8818,1.144588341,12.4,0.1,0.002739726
LCR_res,8818,-1.130396759,12.5,2.7,0.671232877
LCR_res,8819,-1.084258637,34.5,0.2,0.687671233
LCR_res,8820,-1.098238336,16.2,1.8,0.682191781
LCR_res,8821,-0.69483769,8.3,2.7,1.78630137
LCR_res,8821,1.798271025,11,3,0.205479452
LCR_res,8822,-1.121153448,21.4,1.2,0.673972603
LCR_res,8823,1.577208544,13,3.7,0.328767123
LCR_res,8824,-1.311353282,18.6,0.6,0.597260274
LCR_res,8825,-1.141336198,23.1,0.8,0.668493151
LCR_res,8826,-0.757364096,18.6,1.3,0.78630137
LCR_res,8827,1.337325348,16.6,4.4,0.402739726
LCR_res,8827,-0.746939177,21,0.2,0.789041096
LCR_res,8828,-1.324733876,19.5,0.9,0.591780822
LCR_res,8828,0.271496033,20.4,0.1,0.002739726
LCR_res,8829,-1.317376107,18,1.4,0.594520548
LCR_res,8830,-1.317376107,19.8,2,0.594520548
LCR_res,8830,0.273304941,21.8,-0.1,0.073972603
LCR_res,8831,-0.191570258,18.9,-0.3,0.095890411
LCR_res,8831,-1.533611687,18.6,1,0.498630137
LCR_res,8832,1.337325348,13.2,4,0.402739726
LCR_res,8833,-1.317376107,19.1,1.3,0.594520548
LCR_res,8834,-1.317376107,18.7,1,0.594520548
LCR_res,8835,1.600247858,13.7,3.1,0.320547945
LCR_res,8836,-0.550956297,8.7,14.3,2.994520548
LCR_res,8836,1.144588341,23,-0.1,0.002739726
LCR_res,8837,1.144588341,14.2,0,0.002739726
LCR_res,8838,-1.317376107,16.4,1.3,0.594520548
LCR_res,8838,-0.001991439,17.7,-0.1,0.002739726
LCR_res,8839,-1.317376107,17.6,2.1,0.594520548
LCR_res,8840,-1.311353282,15.7,1.2,0.597260274
LCR_res,8841,1.144588341,15.9,0,0.002739726
LCR_res,8841,-1.140975909,15.9,0.6,0.668493151
LCR_res,8842,-1.317376107,16.6,2.3,0.594520548
LCR_res,8842,0.273304941,18.9,0.4,0.073972603
LCR_res,8843,1.144588341,17,0,0.002739726
LCR_res,8844,-0.446867096,8,17.1,1.920547945
LCR_res,8845,1.144588341,17.6,-0.2,0.002739726
LCR_res,8845,-1.328769478,17.4,2.5,0.591780822
LCR_res,8846,1.219723283,21.4,1.1,0.112328767
LCR_res,8846,1.787430855,22.5,2.4,0.210958904
LCR_res,8846,-0.757364096,24.9,0.1,0.78630137
LCR_res,8847,-0.191570258,18.4,0.9,0.095890411
LCR_res,8848,-1.324733876,26.9,0.8,0.591780822
LCR_res,8849,-1.090427006,31.3,0.1,0.684931507
LCR_res,8850,0.745165057,8,0.4,0.002739726
LCR_res,8850,-1.082086356,8.4,3,0.671232877
LCR_res,8850,1.614555097,11.4,2.4,0.317808219
LCR_res,8850,-1.317376107,13.8,2.8,0.594520548
LCR_res,8851,1.328227354,13.1,3.8,0.405479452
LCR_res,8852,1.144588341,15,0.1,0.002739726
LCR_res,8853,1.337325348,12.7,6.3,0.402739726
LCR_res,8854,1.369471721,22,4.5,0.394520548
LCR_res,8855,-1.141336198,16.1,1.3,0.668493151
LCR_res,8856,1.590260448,20.5,3.9,0.323287671
LCR_res,8857,1.328227354,18.4,3.9,0.405479452
LCR_res,8858,-1.141336198,14.7,1.6,0.668493151
LCR_res,8859,-0.265664802,11,6.9,0.909589041
LCR_res,8860,1.577208544,9.8,3.7,0.328767123
LCR_res,8861,1.369471721,18.7,3.5,0.394520548
LCR_res,8862,-1.324733876,20.2,1.2,0.591780822
LCR_res,8862,0.271496033,21.4,0.1,0.002739726
LCR_res,8863,-0.167678476,16.9,0.5,0.093150685
LCR_res,8863,-1.286980755,17.4,1.8,0.578082192
LCR_res,8864,-0.495797444,8.8,20.7,4.983561644
LCR_res,8865,-1.121153448,14.8,1.2,0.673972603
LCR_res,8866,1.577208544,16.9,3.6,0.328767123
LCR_res,8866,-1.13165167,20.5,0.3,0.671232877
LCR_res,8866,1.454728773,20.8,-0.1,0.002739726
LCR_res,8867,-1.141336198,16.4,1.8,0.668493151
LCR_res,8868,-1.324733876,21.8,0.1,0.591780822
LCR_res,8869,-1.324733876,17.7,0.8,0.591780822
LCR_res,8869,0.271496033,18.5,0,0.002739726
LCR_res,8869,-0.001991439,18.5,0,0.002739726
LCR_res,8870,1.144588341,16.5,0,0.002739726
LCR_res,8870,-1.150738683,16.5,0.2,0.665753425
LCR_res,8871,-0.4570487,24.5,2.1,2.087671233
LCR_res,8871,1.590260448,26.6,2.4,0.323287671
LCR_res,8871,-1.324733876,29,0.1,0.591780822
LCR_res,8872,1.577208544,23.6,1.3,0.328767123
LCR_res,8872,-0.207912126,24.9,0.2,0.098630137
LCR_res,8872,-1.537793993,25.1,0.5,0.495890411
LCR_res,8872,0.30751277,25.6,-0.1,0.076712329
LCR_res,8873,-1.141336198,14.3,0.7,0.668493151
LCR_res,8873,1.359743554,15,-0.3,0.106849315
LCR_res,8874,-0.34023618,15.1,8.6,3.334246575
LCR_res,8875,-1.13165167,16.1,1.6,0.671232877
LCR_res,8876,-0.213484414,8.6,6.3,0.991780822
LCR_res,8876,-1.324733876,14.9,3.1,0.591780822
LCR_res,8876,1.539672486,18,3.9,0.408219178
LCR_res,8877,-0.207912126,12.5,0.6,0.098630137
LCR_res,8878,-0.505020807,26,1.8,1.849315068
LCR_res,8878,-0.181248346,27.8,4.2,2.416438356
LCR_res,8878,-1.150738683,32,0.3,0.665753425
LCR_res,8879,1.789673565,14.7,2.4,0.208219178
LCR_res,8880,1.596389715,13.8,4.3,0.323287671
LCR_res,8881,-1.277915592,8.5,4.4,0.723287671
LCR_res,8881,0.064908519,12.9,7.3,1.18630137
LCR_res,8881,-1.150738683,20.2,1.1,0.665753425
LCR_res,8881,1.341928291,21.3,0.3,0.005479452
LCR_res,8882,-1.150738683,19.4,0.4,0.665753425
LCR_res,8883,-1.336214488,22.6,0.4,0.589041096
LCR_res,8883,0.344228562,23,-0.2,0.082191781
LCR_res,8884,1.336028829,11.7,5.5,0.405479452
LCR_res,8885,1.789673565,17.6,2.9,0.208219178
LCR_res,8886,-0.326150501,10.2,16.4,3.419178082
LCR_res,8887,-0.230879011,15.9,0.6,0.093150685
LCR_res,8888,-1.336214488,17.1,0.9,0.589041096
LCR_res,8889,-0.230879011,15,0.5,0.093150685
LCR_res,8890,0.287919971,17.4,0.1,0.084931507
LCR_res,8890,1.31093639,17.5,0.9,0.106849315
LCR_res,8890,1.789577369,18.4,0.6,0.210958904
LCR_res,8890,-1.336214488,19,2,0.589041096
LCR_res,8891,-1.328769478,17.7,2,0.591780822
LCR_res,8892,-1.140975909,17.7,2.5,0.668493151
LCR_res,8893,-1.328769478,15.9,0.7,0.591780822
LCR_res,8894,-0.273258021,13,1.1,0.109589041
LCR_res,8895,1.789673565,12.3,2.7,0.208219178
LCR_res,8896,-0.81261255,12.9,4.6,0.769863014
LCR_res,8897,1.596389715,31.8,1.3,0.323287671
LCR_res,8897,-1.336214488,33.1,-0.5,0.589041096
LCR_res,8897,0.344228562,32.6,0.2,0.082191781
LCR_res,8898,-1.328769478,24.2,0.4,0.591780822
LCR_res,8898,0.979134141,24.6,-0.3,0.191780822
LCR_res,8898,1.509762977,24.3,2.4,0.306849315
LCR_res,8899,-1.336214488,16.6,1.4,0.589041096
LCR_res,8900,-1.336214488,18.5,0.8,0.589041096
LCR_res,8901,-0.201227282,8.9,9.4,1.002739726
LCR_res,8902,-1.140975909,17.2,11.5,0.668493151
LCR_res,8903,1.32700068,21.1,4.4,0.408219178
LCR_res,8904,-0.259837013,10.3,9.2,0.920547945
LCR_res,8904,-0.20740491,19.5,-0.3,0.090410959
LCR_res,8904,-0.904853911,19.2,0.1,0.005479452
LCR_res,8904,-1.302703051,19.3,1.6,0.569863014
LCR_res,8904,1.232461463,20.9,-0.1,0.002739726
LCR_res,8904,1.454728773,20.8,-0.1,0.002739726
LCR_res,8904,1.360582991,20.7,0.3,0.101369863
LCR_res,8905,-1.263932712,11,3.8,0.591780822
LCR_res,8905,1.336028829,14.8,5.4,0.405479452
LCR_res,8906,1.573636884,19.9,5.1,0.331506849
LCR_res,8906,-1.130396759,25,0.1,0.671232877
LCR_res,8907,-1.099398363,13.7,1.8,0.682191781
LCR_res,8908,-0.434073144,8.7,8.9,1.997260274
LCR_res,8908,-0.246563705,17.6,0.3,0.095890411
LCR_res,8909,-0.493185292,29.1,1.9,3.865753425
LCR_res,8909,0.262821503,31,-0.3,0.076712329
LCR_res,8909,1.573636884,30.7,1.4,0.331506849
LCR_res,8910,-0.209737068,9.6,4.5,0.994520548
LCR_res,8911,1.345550519,11.3,5.4,0.402739726
LCR_res,8912,-0.230879011,14,0.5,0.093150685
LCR_res,8912,-0.835845729,14.5,2.6,0.690410959
LCR_res,8913,-0.272858994,9.9,0.2,0.076712329
LCR_res,8913,-0.444378606,10.1,6,1.912328767
LCR_res,8914,-1.030851142,15.8,3.1,0.8
LCR_res,8914,0.424590602,18.9,2.4,0.197260274
LCR_res,8914,-0.23631794,21.3,6.6,2.224657534
LCR_res,8914,-0.230879011,27.9,0.2,0.093150685
LCR_res,8914,-0.12529388,28.1,5.9,1.008219178
LCR_res,8915,-0.246563705,17,0.6,0.095890411
LCR_res,8916,-0.16436462,16.5,7.7,0.991780822
LCR_res,8917,-0.261866994,10.2,6.4,0.909589041
LCR_res,8918,-1.140975909,16.9,1.4,0.668493151
LCR_res,8919,-1.150738683,24,0.7,0.665753425
LCR_res,8920,-0.434073144,8.2,13.1,1.997260274
LCR_res,8921,1.345550519,18.8,2.8,0.402739726
LCR_res,8921,-1.140975909,21.6,1.1,0.668493151
LCR_res,8921,1.427148174,22.7,0.5,0.115068493
LCR_res,8922,-0.230879011,15,0.4,0.093150685
LCR_res,8923,-0.280155485,13.4,4.4,1
LCR_res,8923,-0.399018075,17.8,13.8,5.224657534
LCR_res,8924,-0.08239029,21.2,0,0.005479452
LCR_res,8924,1.377719731,21.2,2.2,0.394520548
LCR_res,8925,-0.218543938,8.1,8.9,0.98630137
LCR_res,8926,-0.44372927,10,5.6,1.909589041
LCR_res,8927,-1.140975909,14,0.4,0.668493151
LCR_res,8927,1.454728773,14.4,-0.1,0.002739726
LCR_res,8928,0.882732852,13.5,-0.3,0.01369863
LCR_res,8929,1.755385132,20,2.7,0.224657534
LCR_res,8929,0.907901444,22.7,-0.1,0.005479452
LCR_res,8929,-0.367275184,22.6,0.3,0.095890411
LCR_res,8929,-1.519891647,22.9,1.2,0.501369863
LCR_res,8930,-0.21226048,9.1,8.9,0.991780822
LCR_res,8930,-1.325416537,18,1.3,0.594520548
LCR_res,8931,-1.325416537,14.7,3.9,0.594520548
LCR_res,8931,0.400074855,18.6,1.6,0.079452055
LCR_res,8931,1.442984592,20.2,4.1,0.421917808
LCR_res,8932,-0.198142643,11.1,5.6,1.005479452
LCR_res,8933,1.374627565,11.3,5,0.397260274
LCR_res,8934,0.910805541,14.2,-0.2,0.002739726
LCR_res,8934,-0.340531613,14,9.6,3.331506849
LCR_res,8934,-0.2950347,23.6,0.1,0.098630137
LCR_res,8935,-0.125908737,17.8,4.4,1.084931507
LCR_res,8935,-0.542857556,22.2,0.4,0.002739726
LCR_res,8936,1.374627565,13.8,3.9,0.397260274
LCR_res,8937,-1.321752972,17.3,1.2,0.597260274
LCR_res,8938,-1.149492582,22.6,0.2,0.665753425
